# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
83,Pre-Flop,1,-1556,1556,CALL,0,"['2s', '7h']","['6s', '8h']","['Ad', '5d']",,,2,2
83,Flop,1,-1556,1556,CHECK,0,"['2s', '7h']","['6s', '8h']","['Ad', '5d', '6d']",,,100,100
83,Flop,0,-1556,1556,CHECK,0,"['2s', '7h']","['6s', '8h']","['Ad', '5d', '6d']",,,100,100
83,Turn,1,-1556,1556,CHECK,0,"['2s', '7h']","['6s', '8h']","['Ad', '5d', '6d', '9h']",,,100,100
83,Turn,0,-1556,1556,CHECK,0,"['2s', '7h']","['6s', '8h']","['Ad', '5d', '6d', '9h']",,,100,100
83,River,1,-1556,1556,CHECK,0,"['2s', '7h']","['6s', '8h']","['Ad', '5d', '6d', '9h', '8s']",,,100,100
83,River,0,-1556,1556,CHECK,0,"['2s', '7h']","['6s', '8h']","['Ad', '5d', '6d', '9h', '8s']",,,100,100
84,Pre-Flop,0,-1456,1456,RAISE,98,"['3d', '5h']","['2d', '4s']","['9h', '7d']",,,1,1
84,Pre-Flop,1,-1456,1456,DISCARD,0,"['3d', '5h']","['2d', '4s']","['9h', '7d']",,,2,2
84,Pre-Flop,1,-1456,1456,FOLD,0,"['3d', '5h']","['4d', '4s']","['9h', '7d']",,2d,2,2
85,Pre-Flop,1,-1454,1454,RAISE,2,"['Ah', '3s']","['6h', '6s']","['9s', 'As']",,,1,1
85,Pre-Flop,0,-1454,1454,RAISE,96,"['Ah', '3s']","['6h', '6s']","['9s', 'As']",,,2,2
85,Pre-Flop,1,-1454,1454,CALL,0,"['Ah', '3s']","['6h', '6s']","['9s', 'As']",,,4,4
85,Flop,1,-1454,1454,CHECK,0,"['Ah', '3s']","['6h', '6s']","['9s', 'As', '5d']",,,100,100
85,Flop,0,-1454,1454,CHECK,0,"['Ah', '3s']","['6h', '6s']","['9s', 'As', '5d']",,,100,100
85,Turn,1,-1454,1454,CHECK,0,"['Ah', '3s']","['6h', '6s']","['9s', 'As', '5d', '8d']",,,100,100
85,Turn,0,-1454,1454,CHECK,0,"['Ah', '3s']","['6h', '6s']","['9s', 'As', '5d', '8d']",,,100,100
85,River,1,-1454,1454,CHECK,0,"['Ah', '3s']","['6h', '6s']","['9s', 'As', '5d', '8d', '9d']",,,100,100
85,River,0,-1454,1454,CHECK,0,"['Ah', '3s']","['6h', '6s']","['9s', 'As', '5d', '8d', '9d']",,,100,100
86,Pre-Flop,0,-1354,1354,RAISE,98,"['6s', 'Ad']","['9s', '3h']","['8h', '4h']",,,1,1
86,Pre-Flop,1,-1354,1354,DISCARD,0,"['6s', 'Ad']","['9s', '3h']","['8h', '4h']",,,2,2
86,Pre-Flop,1,-1354,1354,FOLD,0,"['6s', 'Ad']","['9s', '4d']","['8h', '4h']",,3h,2,2
87,Pre-Flop,1,-1352,1352,RAISE,2,"['3s', '6h']","['7d', '8s']","['3d', '4d']",,,1,1
87,Pre-Flop,0,-1352,1352,RAISE,96,"['3s', '6h']","['7d', '8s']","['3d', '4d']",,,2,2
87,Pre-Flop,1,-1352,1352,CALL,0,"['3s', '6h']","['7d', '8s']","['3d', '4d']",,,4,4
87,Flop,1,-1352,1352,CHECK,0,"['3s', '6h']","['7d', '8s']","['3d', '4d', '7h']",,,100,100
87,Flop,0,-1352,1352,CHECK,0,"['3s', '6h']","['7d', '8s']","['3d', '4d', '7h']",,,100,100
87,Turn,1,-1352,1352,CHECK,0,"['3s', '6h']","['7d', '8s']","['3d', '4d', '7h', '2s']",,,100,100
87,Turn,0,-1352,1352,CHECK,0,"['3s', '6h']","['7d', '8s']","['3d', '4d', '7h', '2s']",,,100,100
87,River,1,-1352,1352,CHECK,0,"['3s', '6h']","['7d', '8s']","['3d', '4d', '7h', '2s', '6s']",,,100,100
87,River,0,-1352,1352,CHECK,0,"['3s', '6h']","['7d', '8s']","['3d', '4d', '7h', '2s', '6s']",,,100,100
88,Pre-Flop,0,-1252,1252,RAISE,98,"['Ah', '7d']","['6h', '8h']","['7s', '3s']",,,1,1
88,Pre-Flop,1,-1252,1252,CALL,0,"['Ah', '7d']","['6h', '8h']","['7s', '3s']",,,2,2
88,Flop,0,-1252,1252,CHECK,0,"['Ah', '7d']","['6h', '8h']","['7s', '3s', '2h']",,,100,100
88,Flop,1,-1252,1252,CHECK,0,"['Ah', '7d']","['6h', '8h']","['7s', '3s', '2h']",,,100,100
88,Turn,0,-1252,1252,CHECK,0,"['Ah', '7d']","['6h', '8h']","['7s', '3s', '2h', '3h']",,,100,100
88,Turn,1,-1252,1252,CHECK,0,"['Ah', '7d']","['6h', '8h']","['7s', '3s', '2h', '3h']",,,100,100
88,River,0,-1252,1252,CHECK,0,"['Ah', '7d']","['6h', '8h']","['7s', '3s', '2h', '3h', '8d']",,,100,100
88,River,1,-1252,1252,CHECK,0,"['Ah', '7d']","['6h', '8h']","['7s', '3s', '2h', '3h', '8d']",,,100,100
89,Pre-Flop,1,-1352,1352,CALL,0,"['4d', '4h']","['5s', '8h']","['2s', '3s']",,,1,1
89,Pre-Flop,0,-1352,1352,RAISE,98,"['4d', '4h']","['5s', '8h']","['2s', '3s']",,,2,2
89,Pre-Flop,1,-1352,1352,DISCARD,0,"['4d', '4h']","['5s', '8h']","['2s', '3s']",,,2,2
89,Pre-Flop,1,-1352,1352,FOLD,0,"['4d', '4h']","['5s', '9s']","['2s', '3s']",,8h,2,2
90,Pre-Flop,0,-1350,1350,RAISE,98,"['4s', '2s']","['9s', '9h']","['As', '6h']",,,1,1
90,Pre-Flop,1,-1350,1350,CALL,0,"['4s', '2s']","['9s', '9h']","['As', '6h']",,,2,2
90,Flop,0,-1350,1350,CHECK,0,"['4s', '2s']","['9s', '9h']","['As', '6h', 'Ah']",,,100,100
90,Flop,1,-1350,1350,CHECK,0,"['4s', '2s']","['9s', '9h']","['As', '6h', 'Ah']",,,100,100
90,Turn,0,-1350,1350,CHECK,0,"['4s', '2s']","['9s', '9h']","['As', '6h', 'Ah', '7h']",,,100,100
90,Turn,1,-1350,1350,CHECK,0,"['4s', '2s']","['9s', '9h']","['As', '6h', 'Ah', '7h']",,,100,100
90,River,0,-1350,1350,CHECK,0,"['4s', '2s']","['9s', '9h']","['As', '6h', 'Ah', '7h', '2d']",,,100,100
90,River,1,-1350,1350,CHECK,0,"['4s', '2s']","['9s', '9h']","['As', '6h', 'Ah', '7h', '2d']",,,100,100
91,Pre-Flop,1,-1450,1450,CALL,0,"['8s', '5s']","['7s', '2h']","['Ad', '9h']",,,1,1
91,Pre-Flop,0,-1450,1450,RAISE,98,"['8s', '5s']","['7s', '2h']","['Ad', '9h']",,,2,2
91,Pre-Flop,1,-1450,1450,DISCARD,0,"['8s', '5s']","['7s', '2h']","['Ad', '9h']",,,2,2
91,Pre-Flop,1,-1450,1450,FOLD,0,"['8s', '5s']","['7s', '3h']","['Ad', '9h']",,2h,2,2
92,Pre-Flop,0,-1448,1448,RAISE,98,"['2d', '9d']","['6d', '7s']","['As', '2s']",,,1,1
92,Pre-Flop,1,-1448,1448,CALL,0,"['2d', '9d']","['6d', '7s']","['As', '2s']",,,2,2
92,Flop,0,-1448,1448,CHECK,0,"['2d', '9d']","['6d', '7s']","['As', '2s', '5h']",,,100,100
92,Flop,1,-1448,1448,CHECK,0,"['2d', '9d']","['6d', '7s']","['As', '2s', '5h']",,,100,100
92,Turn,0,-1448,1448,CHECK,0,"['2d', '9d']","['6d', '7s']","['As', '2s', '5h', '6h']",,,100,100
92,Turn,1,-1448,1448,CHECK,0,"['2d', '9d']","['6d', '7s']","['As', '2s', '5h', '6h']",,,100,100
92,River,0,-1448,1448,CHECK,0,"['2d', '9d']","['6d', '7s']","['As', '2s', '5h', '6h', '3h']",,,100,100
92,River,1,-1448,1448,CHECK,0,"['2d', '9d']","['6d', '7s']","['As', '2s', '5h', '6h', '3h']",,,100,100
93,Pre-Flop,1,-1548,1548,CALL,0,"['6s', '3h']","['9s', '5d']","['5s', '3s']",,,1,1
93,Pre-Flop,0,-1548,1548,RAISE,98,"['6s', '3h']","['9s', '5d']","['5s', '3s']",,,2,2
93,Pre-Flop,1,-1548,1548,CALL,0,"['6s', '3h']","['9s', '5d']","['5s', '3s']",,,2,2
93,Flop,1,-1548,1548,CHECK,0,"['6s', '3h']","['9s', '5d']","['5s', '3s', '4h']",,,100,100
93,Flop,0,-1548,1548,CHECK,0,"['6s', '3h']","['9s', '5d']","['5s', '3s', '4h']",,,100,100
93,Turn,1,-1548,1548,CHECK,0,"['6s', '3h']","['9s', '5d']","['5s', '3s', '4h', 'As']",,,100,100
93,Turn,0,-1548,1548,CHECK,0,"['6s', '3h']","['9s', '5d']","['5s', '3s', '4h', 'As']",,,100,100
93,River,1,-1548,1548,CHECK,0,"['6s', '3h']","['9s', '5d']","['5s', '3s', '4h', 'As', '8s']",,,100,100
93,River,0,-1548,1548,CHECK,0,"['6s', '3h']","['9s', '5d']","['5s', '3s', '4h', 'As', '8s']",,,100,100
94,Pre-Flop,0,-1648,1648,RAISE,98,"['4h', '3h']","['4d', '7d']","['8d', '7s']",,,1,1
94,Pre-Flop,1,-1648,1648,CALL,0,"['4h', '3h']","['4d', '7d']","['8d', '7s']",,,2,2
94,Flop,0,-1648,1648,CHECK,0,"['4h', '3h']","['4d', '7d']","['8d', '7s', '6h']",,,100,100
94,Flop,1,-1648,1648,CHECK,0,"['4h', '3h']","['4d', '7d']","['8d', '7s', '6h']",,,100,100
94,Turn,0,-1648,1648,CHECK,0,"['4h', '3h']","['4d', '7d']","['8d', '7s', '6h', '5d']",,,100,100
94,Turn,1,-1648,1648,CHECK,0,"['4h', '3h']","['4d', '7d']","['8d', '7s', '6h', '5d']",,,100,100
94,River,0,-1648,1648,CHECK,0,"['4h', '3h']","['4d', '7d']","['8d', '7s', '6h', '5d', '5h']",,,100,100
94,River,1,-1648,1648,CHECK,0,"['4h', '3h']","['4d', '7d']","['8d', '7s', '6h', '5d', '5h']",,,100,100
95,Pre-Flop,1,-1648,1648,CALL,0,"['5d', '4s']","['2d', '8s']","['3s', '3d']",,,1,1
95,Pre-Flop,0,-1648,1648,RAISE,98,"['5d', '4s']","['2d', '8s']","['3s', '3d']",,,2,2
95,Pre-Flop,1,-1648,1648,DISCARD,0,"['5d', '4s']","['2d', '8s']","['3s', '3d']",,,2,2
95,Pre-Flop,1,-1648,1648,CALL,0,"['5d', '4s']","['Ad', '8s']","['3s', '3d']",,2d,2,2
95,Flop,1,-1648,1648,CHECK,0,"['5d', '4s']","['Ad', '8s']","['3s', '3d', '9d']",,2d,100,100
95,Flop,0,-1648,1648,CHECK,0,"['5d', '4s']","['Ad', '8s']","['3s', '3d', '9d']",,2d,100,100
95,Turn,1,-1648,1648,CHECK,0,"['5d', '4s']","['Ad', '8s']","['3s', '3d', '9d', '7h']",,2d,100,100
95,Turn,0,-1648,1648,CHECK,0,"['5d', '4s']","['Ad', '8s']","['3s', '3d', '9d', '7h']",,2d,100,100
95,River,1,-1648,1648,CHECK,0,"['5d', '4s']","['Ad', '8s']","['3s', '3d', '9d', '7h', '6d']",,2d,100,100
95,River,0,-1648,1648,CHECK,0,"['5d', '4s']","['Ad', '8s']","['3s', '3d', '9d', '7h', '6d']",,2d,100,100
96,Pre-Flop,0,-1748,1748,RAISE,98,"['9h', '3d']","['As', '2d']","['5d', '7h']",,,1,1
96,Pre-Flop,1,-1748,1748,DISCARD,0,"['9h', '3d']","['As', '2d']","['5d', '7h']",,,2,2
96,Pre-Flop,1,-1748,1748,FOLD,0,"['9h', '3d']","['As', '4d']","['5d', '7h']",,2d,2,2
97,Pre-Flop,1,-1746,1746,CALL,0,"['Ah', '3s']","['3d', '2h']","['4h', '4d']",,,1,1
97,Pre-Flop,0,-1746,1746,RAISE,98,"['Ah', '3s']","['3d', '2h']","['4h', '4d']",,,2,2
97,Pre-Flop,1,-1746,1746,DISCARD,0,"['Ah', '3s']","['3d', '2h']","['4h', '4d']",,,2,2
97,Pre-Flop,1,-1746,1746,FOLD,0,"['Ah', '3s']","['6d', '2h']","['4h', '4d']",,3d,2,2
98,Pre-Flop,0,-1744,1744,RAISE,98,"['7d', '8h']","['2s', 'Ad']","['4s', '5s']",,,1,1
98,Pre-Flop,1,-1744,1744,DISCARD,0,"['7d', '8h']","['2s', 'Ad']","['4s', '5s']",,,2,2
98,Pre-Flop,1,-1744,1744,FOLD,0,"['7d', '8h']","['2s', '3s']","['4s', '5s']",,Ad,2,2
99,Pre-Flop,1,-1742,1742,CALL,0,"['4d', '6h']","['2d', '3s']","['7s', '4h']",,,1,1
99,Pre-Flop,0,-1742,1742,RAISE,98,"['4d', '6h']","['2d', '3s']","['7s', '4h']",,,2,2
99,Pre-Flop,1,-1742,1742,DISCARD,0,"['4d', '6h']","['2d', '3s']","['7s', '4h']",,,2,2
99,Pre-Flop,1,-1742,1742,FOLD,0,"['4d', '6h']","['2s', '3s']","['7s', '4h']",,2d,2,2
100,Pre-Flop,0,-1740,1740,RAISE,98,"['8d', '5s']","['2d', 'Ah']","['3h', 'As']",,,1,1
100,Pre-Flop,1,-1740,1740,DISCARD,0,"['8d', '5s']","['2d', 'Ah']","['3h', 'As']",,,2,2
100,Pre-Flop,1,-1740,1740,FOLD,0,"['8d', '5s']","['6s', 'Ah']","['3h', 'As']",,2d,2,2
101,Pre-Flop,1,-1738,1738,CALL,0,"['7d', '2s']","['8h', '3d']","['6s', '6d']",,,1,1
101,Pre-Flop,0,-1738,1738,RAISE,98,"['7d', '2s']","['8h', '3d']","['6s', '6d']",,,2,2
101,Pre-Flop,1,-1738,1738,DISCARD,0,"['7d', '2s']","['8h', '3d']","['6s', '6d']",,,2,2
101,Pre-Flop,1,-1738,1738,FOLD,0,"['7d', '2s']","['8h', 'As']","['6s', '6d']",,3d,2,2
102,Pre-Flop,0,-1736,1736,RAISE,98,"['5d', '9s']","['4s', '8d']","['Ah', '9h']",,,1,1
102,Pre-Flop,1,-1736,1736,DISCARD,0,"['5d', '9s']","['4s', '8d']","['Ah', '9h']",,,2,2
102,Pre-Flop,1,-1736,1736,FOLD,0,"['5d', '9s']","['4s', '6d']","['Ah', '9h']",,8d,2,2
103,Pre-Flop,1,-1734,1734,RAISE,2,"['7h', '9s']","['5s', '5h']","['7s', '7d']",,,1,1
103,Pre-Flop,0,-1734,1734,RAISE,96,"['7h', '9s']","['5s', '5h']","['7s', '7d']",,,2,2
103,Pre-Flop,1,-1734,1734,CALL,0,"['7h', '9s']","['5s', '5h']","['7s', '7d']",,,4,4
103,Flop,1,-1734,1734,CHECK,0,"['7h', '9s']","['5s', '5h']","['7s', '7d', '6s']",,,100,100
103,Flop,0,-1734,1734,CHECK,0,"['7h', '9s']","['5s', '5h']","['7s', '7d', '6s']",,,100,100
103,Turn,1,-1734,1734,CHECK,0,"['7h', '9s']","['5s', '5h']","['7s', '7d', '6s', '4h']",,,100,100
103,Turn,0,-1734,1734,CHECK,0,"['7h', '9s']","['5s', '5h']","['7s', '7d', '6s', '4h']",,,100,100
103,River,1,-1734,1734,CHECK,0,"['7h', '9s']","['5s', '5h']","['7s', '7d', '6s', '4h', '6d']",,,100,100
103,River,0,-1734,1734,CHECK,0,"['7h', '9s']","['5s', '5h']","['7s', '7d', '6s', '4h', '6d']",,,100,100
104,Pre-Flop,0,-1634,1634,RAISE,98,"['8h', '2s']","['5h', '9h']","['6h', 'Ah']",,,1,1
104,Pre-Flop,1,-1634,1634,DISCARD,0,"['8h', '2s']","['5h', '9h']","['6h', 'Ah']",,,2,2
104,Pre-Flop,1,-1634,1634,CALL,0,"['8h', '2s']","['8s', '9h']","['6h', 'Ah']",,5h,2,2
104,Flop,0,-1634,1634,CHECK,0,"['8h', '2s']","['8s', '9h']","['6h', 'Ah', '7s']",,5h,100,100
104,Flop,1,-1634,1634,CHECK,0,"['8h', '2s']","['8s', '9h']","['6h', 'Ah', '7s']",,5h,100,100
104,Turn,0,-1634,1634,CHECK,0,"['8h', '2s']","['8s', '9h']","['6h', 'Ah', '7s', '4h']",,5h,100,100
104,Turn,1,-1634,1634,CHECK,0,"['8h', '2s']","['8s', '9h']","['6h', 'Ah', '7s', '4h']",,5h,100,100
104,River,0,-1634,1634,CHECK,0,"['8h', '2s']","['8s', '9h']","['6h', 'Ah', '7s', '4h', '5s']",,5h,100,100
104,River,1,-1634,1634,CHECK,0,"['8h', '2s']","['8s', '9h']","['6h', 'Ah', '7s', '4h', '5s']",,5h,100,100
105,Pre-Flop,1,-1734,1734,CALL,0,"['9s', '8s']","['5h', '2h']","['2s', '8h']",,,1,1
105,Pre-Flop,0,-1734,1734,RAISE,98,"['9s', '8s']","['5h', '2h']","['2s', '8h']",,,2,2
105,Pre-Flop,1,-1734,1734,DISCARD,0,"['9s', '8s']","['5h', '2h']","['2s', '8h']",,,2,2
105,Pre-Flop,1,-1734,1734,FOLD,0,"['9s', '8s']","['5h', '9d']","['2s', '8h']",,2h,2,2
106,Pre-Flop,0,-1732,1732,RAISE,98,"['5h', '2h']","['6d', '4s']","['8d', '9d']",,,1,1
106,Pre-Flop,1,-1732,1732,DISCARD,0,"['5h', '2h']","['6d', '4s']","['8d', '9d']",,,2,2
106,Pre-Flop,1,-1732,1732,FOLD,0,"['5h', '2h']","['4d', '4s']","['8d', '9d']",,6d,2,2
107,Pre-Flop,1,-1730,1730,CALL,0,"['8s', '6s']","['5h', '4s']","['2h', 'As']",,,1,1
107,Pre-Flop,0,-1730,1730,RAISE,98,"['8s', '6s']","['5h', '4s']","['2h', 'As']",,,2,2
107,Pre-Flop,1,-1730,1730,DISCARD,0,"['8s', '6s']","['5h', '4s']","['2h', 'As']",,,2,2
107,Pre-Flop,1,-1730,1730,FOLD,0,"['8s', '6s']","['7h', '4s']","['2h', 'As']",,5h,2,2
108,Pre-Flop,0,-1728,1728,RAISE,98,"['8h', '2s']","['7d', '9h']","['6s', '9s']",,,1,1
108,Pre-Flop,1,-1728,1728,CALL,0,"['8h', '2s']","['7d', '9h']","['6s', '9s']",,,2,2
108,Flop,0,-1728,1728,CHECK,0,"['8h', '2s']","['7d', '9h']","['6s', '9s', '3s']",,,100,100
108,Flop,1,-1728,1728,CHECK,0,"['8h', '2s']","['7d', '9h']","['6s', '9s', '3s']",,,100,100
108,Turn,0,-1728,1728,CHECK,0,"['8h', '2s']","['7d', '9h']","['6s', '9s', '3s', '4s']",,,100,100
108,Turn,1,-1728,1728,CHECK,0,"['8h', '2s']","['7d', '9h']","['6s', '9s', '3s', '4s']",,,100,100
108,River,0,-1728,1728,CHECK,0,"['8h', '2s']","['7d', '9h']","['6s', '9s', '3s', '4s', '6d']",,,100,100
108,River,1,-1728,1728,CHECK,0,"['8h', '2s']","['7d', '9h']","['6s', '9s', '3s', '4s', '6d']",,,100,100
109,Pre-Flop,1,-1628,1628,RAISE,2,"['7s', '2h']","['7d', 'Ah']","['6s', '4d']",,,1,1
109,Pre-Flop,0,-1628,1628,RAISE,96,"['7s', '2h']","['7d', 'Ah']","['6s', '4d']",,,2,2
109,Pre-Flop,1,-1628,1628,CALL,0,"['7s', '2h']","['7d', 'Ah']","['6s', '4d']",,,4,4
109,Flop,1,-1628,1628,CHECK,0,"['7s', '2h']","['7d', 'Ah']","['6s', '4d', '6d']",,,100,100
109,Flop,0,-1628,1628,CHECK,0,"['7s', '2h']","['7d', 'Ah']","['6s', '4d', '6d']",,,100,100
109,Turn,1,-1628,1628,CHECK,0,"['7s', '2h']","['7d', 'Ah']","['6s', '4d', '6d', '5d']",,,100,100
109,Turn,0,-1628,1628,CHECK,0,"['7s', '2h']","['7d', 'Ah']","['6s', '4d', '6d', '5d']",,,100,100
109,River,1,-1628,1628,CHECK,0,"['7s', '2h']","['7d', 'Ah']","['6s', '4d', '6d', '5d', '9h']",,,100,100
109,River,0,-1628,1628,CHECK,0,"['7s', '2h']","['7d', 'Ah']","['6s', '4d', '6d', '5d', '9h']",,,100,100
110,Pre-Flop,0,-1728,1728,RAISE,98,"['4s', '9h']","['Ah', '2d']","['7s', '7h']",,,1,1
110,Pre-Flop,1,-1728,1728,DISCARD,0,"['4s', '9h']","['Ah', '2d']","['7s', '7h']",,,2,2
110,Pre-Flop,1,-1728,1728,CALL,0,"['4s', '9h']","['Ah', 'Ad']","['7s', '7h']",,2d,2,2
110,Flop,0,-1728,1728,CHECK,0,"['4s', '9h']","['Ah', 'Ad']","['7s', '7h', '4h']",,2d,100,100
110,Flop,1,-1728,1728,CHECK,0,"['4s', '9h']","['Ah', 'Ad']","['7s', '7h', '4h']",,2d,100,100
110,Turn,0,-1728,1728,CHECK,0,"['4s', '9h']","['Ah', 'Ad']","['7s', '7h', '4h', '6d']",,2d,100,100
110,Turn,1,-1728,1728,CHECK,0,"['4s', '9h']","['Ah', 'Ad']","['7s', '7h', '4h', '6d']",,2d,100,100
110,River,0,-1728,1728,CHECK,0,"['4s', '9h']","['Ah', 'Ad']","['7s', '7h', '4h', '6d', '2s']",,2d,100,100
110,River,1,-1728,1728,CHECK,0,"['4s', '9h']","['Ah', 'Ad']","['7s', '7h', '4h', '6d', '2s']",,2d,100,100
111,Pre-Flop,1,-1828,1828,CALL,0,"['5d', '4h']","['8s', '6d']","['3s', '9d']",,,1,1
111,Pre-Flop,0,-1828,1828,RAISE,98,"['5d', '4h']","['8s', '6d']","['3s', '9d']",,,2,2
111,Pre-Flop,1,-1828,1828,CALL,0,"['5d', '4h']","['8s', '6d']","['3s', '9d']",,,2,2
111,Flop,1,-1828,1828,CHECK,0,"['5d', '4h']","['8s', '6d']","['3s', '9d', 'Ah']",,,100,100
111,Flop,0,-1828,1828,CHECK,0,"['5d', '4h']","['8s', '6d']","['3s', '9d', 'Ah']",,,100,100
111,Turn,1,-1828,1828,CHECK,0,"['5d', '4h']","['8s', '6d']","['3s', '9d', 'Ah', '9h']",,,100,100
111,Turn,0,-1828,1828,CHECK,0,"['5d', '4h']","['8s', '6d']","['3s', '9d', 'Ah', '9h']",,,100,100
111,River,1,-1828,1828,CHECK,0,"['5d', '4h']","['8s', '6d']","['3s', '9d', 'Ah', '9h', 'As']",,,100,100
111,River,0,-1828,1828,CHECK,0,"['5d', '4h']","['8s', '6d']","['3s', '9d', 'Ah', '9h', 'As']",,,100,100
112,Pre-Flop,0,-1928,1928,RAISE,98,"['3s', '6h']","['2d', '2h']","['Ah', '5s']",,,1,1
112,Pre-Flop,1,-1928,1928,DISCARD,0,"['3s', '6h']","['2d', '2h']","['Ah', '5s']",,,2,2
112,Pre-Flop,1,-1928,1928,FOLD,0,"['3s', '6h']","['8d', '2h']","['Ah', '5s']",,2d,2,2
113,Pre-Flop,1,-1926,1926,CALL,0,"['8d', '2d']","['8s', '9d']","['2h', '6d']",,,1,1
113,Pre-Flop,0,-1926,1926,RAISE,98,"['8d', '2d']","['8s', '9d']","['2h', '6d']",,,2,2
113,Pre-Flop,1,-1926,1926,CALL,0,"['8d', '2d']","['8s', '9d']","['2h', '6d']",,,2,2
113,Flop,1,-1926,1926,CHECK,0,"['8d', '2d']","['8s', '9d']","['2h', '6d', '6s']",,,100,100
113,Flop,0,-1926,1926,CHECK,0,"['8d', '2d']","['8s', '9d']","['2h', '6d', '6s']",,,100,100
113,Turn,1,-1926,1926,CHECK,0,"['8d', '2d']","['8s', '9d']","['2h', '6d', '6s', '9h']",,,100,100
113,Turn,0,-1926,1926,CHECK,0,"['8d', '2d']","['8s', '9d']","['2h', '6d', '6s', '9h']",,,100,100
113,River,1,-1926,1926,CHECK,0,"['8d', '2d']","['8s', '9d']","['2h', '6d', '6s', '9h', '4s']",,,100,100
113,River,0,-1926,1926,CHECK,0,"['8d', '2d']","['8s', '9d']","['2h', '6d', '6s', '9h', '4s']",,,100,100
114,Pre-Flop,0,-2026,2026,RAISE,98,"['As', '9d']","['3h', '8s']","['9s', '4d']",,,1,1
114,Pre-Flop,1,-2026,2026,DISCARD,0,"['As', '9d']","['3h', '8s']","['9s', '4d']",,,2,2
114,Pre-Flop,1,-2026,2026,CALL,0,"['As', '9d']","['7s', '8s']","['9s', '4d']",,3h,2,2
114,Flop,0,-2026,2026,CHECK,0,"['As', '9d']","['7s', '8s']","['9s', '4d', 'Ah']",,3h,100,100
114,Flop,1,-2026,2026,CHECK,0,"['As', '9d']","['7s', '8s']","['9s', '4d', 'Ah']",,3h,100,100
114,Turn,0,-2026,2026,CHECK,0,"['As', '9d']","['7s', '8s']","['9s', '4d', 'Ah', 'Ad']",,3h,100,100
114,Turn,1,-2026,2026,CHECK,0,"['As', '9d']","['7s', '8s']","['9s', '4d', 'Ah', 'Ad']",,3h,100,100
114,River,0,-2026,2026,CHECK,0,"['As', '9d']","['7s', '8s']","['9s', '4d', 'Ah', 'Ad', '7h']",,3h,100,100
114,River,1,-2026,2026,CHECK,0,"['As', '9d']","['7s', '8s']","['9s', '4d', 'Ah', 'Ad', '7h']",,3h,100,100
115,Pre-Flop,1,-1926,1926,CALL,0,"['3s', '3d']","['4d', '4s']","['6s', '8s']",,,1,1
115,Pre-Flop,0,-1926,1926,RAISE,98,"['3s', '3d']","['4d', '4s']","['6s', '8s']",,,2,2
115,Pre-Flop,1,-1926,1926,DISCARD,0,"['3s', '3d']","['4d', '4s']","['6s', '8s']",,,2,2
115,Pre-Flop,1,-1926,1926,FOLD,0,"['3s', '3d']","['2d', '4s']","['6s', '8s']",,4d,2,2
116,Pre-Flop,0,-1924,1924,RAISE,98,"['5d', '6h']","['2h', '4h']","['As', '2s']",,,1,1
116,Pre-Flop,1,-1924,1924,DISCARD,0,"['5d', '6h']","['2h', '4h']","['As', '2s']",,,2,2
116,Pre-Flop,1,-1924,1924,FOLD,0,"['5d', '6h']","['5h', '4h']","['As', '2s']",,2h,2,2
117,Pre-Flop,1,-1922,1922,CALL,0,"['3s', '8d']","['2d', '5s']","['9d', '5h']",,,1,1
117,Pre-Flop,0,-1922,1922,RAISE,98,"['3s', '8d']","['2d', '5s']","['9d', '5h']",,,2,2
117,Pre-Flop,1,-1922,1922,DISCARD,0,"['3s', '8d']","['2d', '5s']","['9d', '5h']",,,2,2
117,Pre-Flop,1,-1922,1922,FOLD,0,"['3s', '8d']","['2h', '5s']","['9d', '5h']",,2d,2,2
118,Pre-Flop,0,-1920,1920,RAISE,98,"['8h', '3s']","['2d', '5d']","['4d', 'As']",,,1,1
118,Pre-Flop,1,-1920,1920,DISCARD,0,"['8h', '3s']","['2d', '5d']","['4d', 'As']",,,2,2
118,Pre-Flop,1,-1920,1920,CALL,0,"['8h', '3s']","['Ad', '5d']","['4d', 'As']",,2d,2,2
118,Flop,0,-1920,1920,CHECK,0,"['8h', '3s']","['Ad', '5d']","['4d', 'As', '3d']",,2d,100,100
118,Flop,1,-1920,1920,CHECK,0,"['8h', '3s']","['Ad', '5d']","['4d', 'As', '3d']",,2d,100,100
118,Turn,0,-1920,1920,CHECK,0,"['8h', '3s']","['Ad', '5d']","['4d', 'As', '3d', '9s']",,2d,100,100
118,Turn,1,-1920,1920,CHECK,0,"['8h', '3s']","['Ad', '5d']","['4d', 'As', '3d', '9s']",,2d,100,100
118,River,0,-1920,1920,CHECK,0,"['8h', '3s']","['Ad', '5d']","['4d', 'As', '3d', '9s', '7s']",,2d,100,100
118,River,1,-1920,1920,CHECK,0,"['8h', '3s']","['Ad', '5d']","['4d', 'As', '3d', '9s', '7s']",,2d,100,100
119,Pre-Flop,1,-2020,2020,CALL,0,"['9s', '3d']","['4h', '8d']","['3s', '2h']",,,1,1
119,Pre-Flop,0,-2020,2020,RAISE,98,"['9s', '3d']","['4h', '8d']","['3s', '2h']",,,2,2
