# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
167,Pre-Flop,1,-1990,1990,CALL,0,"['As', '5d']","['9s', '2d']","['4h', '7s']",,,1,1
167,Pre-Flop,0,-1990,1990,RAISE,98,"['As', '5d']","['9s', '2d']","['4h', '7s']",,,2,2
167,Pre-Flop,1,-1990,1990,DISCARD,0,"['As', '5d']","['9s', '2d']","['4h', '7s']",,,2,2
167,Pre-Flop,1,-1990,1990,FOLD,0,"['As', '5d']","['9s', '3d']","['4h', '7s']",,2d,2,2
168,Pre-Flop,0,-1988,1988,RAISE,98,"['6h', '6s']","['3s', 'Ah']","['3d', '2h']",,,1,1
168,Pre-Flop,1,-1988,1988,CALL,0,"['6h', '6s']","['3s', 'Ah']","['3d', '2h']",,,2,2
168,Flop,0,-1988,1988,CHECK,0,"['6h', '6s']","['3s', 'Ah']","['3d', '2h', '8h']",,,100,100
168,Flop,1,-1988,1988,CHECK,0,"['6h', '6s']","['3s', 'Ah']","['3d', '2h', '8h']",,,100,100
168,Turn,0,-1988,1988,CHECK,0,"['6h', '6s']","['3s', 'Ah']","['3d', '2h', '8h', '3h']",,,100,100
168,Turn,1,-1988,1988,CHECK,0,"['6h', '6s']","['3s', 'Ah']","['3d', '2h', '8h', '3h']",,,100,100
168,River,0,-1988,1988,CHECK,0,"['6h', '6s']","['3s', 'Ah']","['3d', '2h', '8h', '3h', '8s']",,,100,100
168,River,1,-1988,1988,CHECK,0,"['6h', '6s']","['3s', 'Ah']","['3d', '2h', '8h', '3h', '8s']",,,100,100
169,Pre-Flop,1,-2088,2088,CALL,0,"['9d', '7h']","['6h', '2s']","['3s', '7s']",,,1,1
169,Pre-Flop,0,-2088,2088,RAISE,98,"['9d', '7h']","['6h', '2s']","['3s', '7s']",,,2,2
169,Pre-Flop,1,-2088,2088,DISCARD,0,"['9d', '7h']","['6h', '2s']","['3s', '7s']",,,2,2
169,Pre-Flop,1,-2088,2088,FOLD,0,"['9d', '7h']","['8h', '2s']","['3s', '7s']",,6h,2,2
170,Pre-Flop,0,-2086,2086,RAISE,98,"['3h', '8d']","['8h', 'Ad']","['4s', '7h']",,,1,1
170,Pre-Flop,1,-2086,2086,CALL,0,"['3h', '8d']","['8h', 'Ad']","['4s', '7h']",,,2,2
170,Flop,0,-2086,2086,CHECK,0,"['3h', '8d']","['8h', 'Ad']","['4s', '7h', '5s']",,,100,100
170,Flop,1,-2086,2086,CHECK,0,"['3h', '8d']","['8h', 'Ad']","['4s', '7h', '5s']",,,100,100
170,Turn,0,-2086,2086,CHECK,0,"['3h', '8d']","['8h', 'Ad']","['4s', '7h', '5s', '4d']",,,100,100
170,Turn,1,-2086,2086,CHECK,0,"['3h', '8d']","['8h', 'Ad']","['4s', '7h', '5s', '4d']",,,100,100
170,River,0,-2086,2086,CHECK,0,"['3h', '8d']","['8h', 'Ad']","['4s', '7h', '5s', '4d', '6s']",,,100,100
170,River,1,-2086,2086,CHECK,0,"['3h', '8d']","['8h', 'Ad']","['4s', '7h', '5s', '4d', '6s']",,,100,100
171,Pre-Flop,1,-2086,2086,CALL,0,"['3s', '7s']","['9h', '8h']","['2h', '6h']",,,1,1
171,Pre-Flop,0,-2086,2086,RAISE,98,"['3s', '7s']","['9h', '8h']","['2h', '6h']",,,2,2
171,Pre-Flop,1,-2086,2086,CALL,0,"['3s', '7s']","['9h', '8h']","['2h', '6h']",,,2,2
171,Flop,1,-2086,2086,CHECK,0,"['3s', '7s']","['9h', '8h']","['2h', '6h', '5d']",,,100,100
171,Flop,0,-2086,2086,CHECK,0,"['3s', '7s']","['9h', '8h']","['2h', '6h', '5d']",,,100,100
171,Turn,1,-2086,2086,CHECK,0,"['3s', '7s']","['9h', '8h']","['2h', '6h', '5d', 'As']",,,100,100
171,Turn,0,-2086,2086,CHECK,0,"['3s', '7s']","['9h', '8h']","['2h', '6h', '5d', 'As']",,,100,100
171,River,1,-2086,2086,CHECK,0,"['3s', '7s']","['9h', '8h']","['2h', '6h', '5d', 'As', '7d']",,,100,100
171,River,0,-2086,2086,CHECK,0,"['3s', '7s']","['9h', '8h']","['2h', '6h', '5d', 'As', '7d']",,,100,100
172,Pre-Flop,0,-2186,2186,RAISE,98,"['7d', '8h']","['9d', '3d']","['Ad', '5s']",,,1,1
172,Pre-Flop,1,-2186,2186,DISCARD,0,"['7d', '8h']","['9d', '3d']","['Ad', '5s']",,,2,2
172,Pre-Flop,1,-2186,2186,FOLD,0,"['7d', '8h']","['9d', '3s']","['Ad', '5s']",,3d,2,2
173,Pre-Flop,1,-2184,2184,CALL,0,"['6s', '2h']","['8d', '3h']","['7d', '7h']",,,1,1
173,Pre-Flop,0,-2184,2184,RAISE,98,"['6s', '2h']","['8d', '3h']","['7d', '7h']",,,2,2
173,Pre-Flop,1,-2184,2184,DISCARD,0,"['6s', '2h']","['8d', '3h']","['7d', '7h']",,,2,2
173,Pre-Flop,1,-2184,2184,FOLD,0,"['6s', '2h']","['4s', '3h']","['7d', '7h']",,8d,2,2
174,Pre-Flop,0,-2182,2182,RAISE,98,"['As', '7s']","['2h', '4s']","['6s', '9h']",,,1,1
174,Pre-Flop,1,-2182,2182,DISCARD,0,"['As', '7s']","['2h', '4s']","['6s', '9h']",,,2,2
174,Pre-Flop,1,-2182,2182,FOLD,0,"['As', '7s']","['5h', '4s']","['6s', '9h']",,2h,2,2
175,Pre-Flop,1,-2180,2180,CALL,0,"['4d', '2h']","['2d', '6d']","['8h', '6s']",,,1,1
175,Pre-Flop,0,-2180,2180,RAISE,98,"['4d', '2h']","['2d', '6d']","['8h', '6s']",,,2,2
175,Pre-Flop,1,-2180,2180,DISCARD,0,"['4d', '2h']","['2d', '6d']","['8h', '6s']",,,2,2
175,Pre-Flop,1,-2180,2180,CALL,0,"['4d', '2h']","['Ah', '6d']","['8h', '6s']",,2d,2,2
175,Flop,1,-2180,2180,CHECK,0,"['4d', '2h']","['Ah', '6d']","['8h', '6s', '9s']",,2d,100,100
175,Flop,0,-2180,2180,CHECK,0,"['4d', '2h']","['Ah', '6d']","['8h', '6s', '9s']",,2d,100,100
175,Turn,1,-2180,2180,CHECK,0,"['4d', '2h']","['Ah', '6d']","['8h', '6s', '9s', '7d']",,2d,100,100
175,Turn,0,-2180,2180,CHECK,0,"['4d', '2h']","['Ah', '6d']","['8h', '6s', '9s', '7d']",,2d,100,100
175,River,1,-2180,2180,CHECK,0,"['4d', '2h']","['Ah', '6d']","['8h', '6s', '9s', '7d', '3d']",,2d,100,100
175,River,0,-2180,2180,CHECK,0,"['4d', '2h']","['Ah', '6d']","['8h', '6s', '9s', '7d', '3d']",,2d,100,100
176,Pre-Flop,0,-2280,2280,RAISE,98,"['8h', '7h']","['6s', '9d']","['6d', '5d']",,,1,1
176,Pre-Flop,1,-2280,2280,FOLD,0,"['8h', '7h']","['6s', '9d']","['6d', '5d']",,,2,2
177,Pre-Flop,1,-2278,2278,FOLD,0,"['5s', 'As']","['3h', '8d']","['7s', 'Ah']",,,1,1
178,Pre-Flop,0,-2277,2277,RAISE,98,"['As', '7d']","['3h', 'Ah']","['8s', '2s']",,,1,1
178,Pre-Flop,1,-2277,2277,FOLD,0,"['As', '7d']","['3h', 'Ah']","['8s', '2s']",,,2,2
179,Pre-Flop,1,-2275,2275,FOLD,0,"['8s', '8h']","['6s', '2s']","['9h', '5s']",,,1,1
180,Pre-Flop,0,-2274,2274,RAISE,98,"['3s', '9d']","['3d', '7s']","['5d', '2h']",,,1,1
180,Pre-Flop,1,-2274,2274,FOLD,0,"['3s', '9d']","['3d', '7s']","['5d', '2h']",,,2,2
181,Pre-Flop,1,-2272,2272,FOLD,0,"['4d', '4h']","['3s', '8s']","['9s', '5h']",,,1,1
182,Pre-Flop,0,-2271,2271,RAISE,98,"['7d', '4h']","['5s', '7h']","['9d', '4s']",,,1,1
182,Pre-Flop,1,-2271,2271,FOLD,0,"['7d', '4h']","['5s', '7h']","['9d', '4s']",,,2,2
183,Pre-Flop,1,-2269,2269,FOLD,0,"['3d', 'Ad']","['3h', '8s']","['9d', '7s']",,,1,1
184,Pre-Flop,0,-2268,2268,RAISE,98,"['6h', '2d']","['4h', '2h']","['Ah', '9s']",,,1,1
184,Pre-Flop,1,-2268,2268,FOLD,0,"['6h', '2d']","['4h', '2h']","['Ah', '9s']",,,2,2
185,Pre-Flop,1,-2266,2266,FOLD,0,"['5h', 'As']","['4h', '3h']","['5s', '8h']",,,1,1
186,Pre-Flop,0,-2265,2265,RAISE,98,"['As', '7h']","['3h', '4h']","['8d', '6s']",,,1,1
186,Pre-Flop,1,-2265,2265,FOLD,0,"['As', '7h']","['3h', '4h']","['8d', '6s']",,,2,2
187,Pre-Flop,1,-2263,2263,FOLD,0,"['6d', '2d']","['5h', '6s']","['4s', '7h']",,,1,1
188,Pre-Flop,0,-2262,2262,RAISE,98,"['7d', 'Ad']","['4h', '7s']","['5h', 'Ah']",,,1,1
188,Pre-Flop,1,-2262,2262,FOLD,0,"['7d', 'Ad']","['4h', '7s']","['5h', 'Ah']",,,2,2
189,Pre-Flop,1,-2260,2260,FOLD,0,"['6h', '9h']","['4d', '4s']","['9d', 'Ad']",,,1,1
190,Pre-Flop,0,-2259,2259,RAISE,98,"['7h', '4d']","['Ah', '9s']","['8h', '6h']",,,1,1
190,Pre-Flop,1,-2259,2259,FOLD,0,"['7h', '4d']","['Ah', '9s']","['8h', '6h']",,,2,2
191,Pre-Flop,1,-2257,2257,FOLD,0,"['As', '8h']","['2s', '6d']","['9h', '4s']",,,1,1
192,Pre-Flop,0,-2256,2256,RAISE,98,"['4s', '6s']","['2h', '4h']","['6d', '8h']",,,1,1
192,Pre-Flop,1,-2256,2256,FOLD,0,"['4s', '6s']","['2h', '4h']","['6d', '8h']",,,2,2
193,Pre-Flop,1,-2254,2254,FOLD,0,"['7d', '9h']","['2h', 'Ad']","['Ah', '8h']",,,1,1
194,Pre-Flop,0,-2253,2253,RAISE,98,"['2s', '9d']","['9h', 'Ah']","['As', '2h']",,,1,1
194,Pre-Flop,1,-2253,2253,FOLD,0,"['2s', '9d']","['9h', 'Ah']","['As', '2h']",,,2,2
195,Pre-Flop,1,-2251,2251,FOLD,0,"['As', '7s']","['4s', '3d']","['2h', '6h']",,,1,1
196,Pre-Flop,0,-2250,2250,RAISE,98,"['9s', '5s']","['8d', 'Ah']","['6d', '2h']",,,1,1
196,Pre-Flop,1,-2250,2250,FOLD,0,"['9s', '5s']","['8d', 'Ah']","['6d', '2h']",,,2,2
197,Pre-Flop,1,-2248,2248,FOLD,0,"['9d', '7d']","['As', '8d']","['3s', '9s']",,,1,1
198,Pre-Flop,0,-2247,2247,RAISE,98,"['8d', '3h']","['4d', '3d']","['Ah', '5d']",,,1,1
198,Pre-Flop,1,-2247,2247,FOLD,0,"['8d', '3h']","['4d', '3d']","['Ah', '5d']",,,2,2
199,Pre-Flop,1,-2245,2245,FOLD,0,"['9h', '8d']","['7h', '9d']","['6s', '2s']",,,1,1
200,Pre-Flop,0,-2244,2244,RAISE,98,"['2h', '3d']","['6h', 'Ah']","['8h', '8d']",,,1,1
200,Pre-Flop,1,-2244,2244,FOLD,0,"['2h', '3d']","['6h', 'Ah']","['8h', '8d']",,,2,2
201,Pre-Flop,1,-2242,2242,FOLD,0,"['3s', '7s']","['Ah', '4d']","['5d', '6s']",,,1,1
202,Pre-Flop,0,-2241,2241,RAISE,98,"['7h', '4s']","['9d', '5h']","['6h', '7d']",,,1,1
202,Pre-Flop,1,-2241,2241,FOLD,0,"['7h', '4s']","['9d', '5h']","['6h', '7d']",,,2,2
203,Pre-Flop,1,-2239,2239,FOLD,0,"['4d', 'Ah']","['9h', 'Ad']","['7h', '4h']",,,1,1
204,Pre-Flop,0,-2238,2238,RAISE,98,"['4d', '2h']","['8d', 'Ad']","['8s', '3s']",,,1,1
204,Pre-Flop,1,-2238,2238,FOLD,0,"['4d', '2h']","['8d', 'Ad']","['8s', '3s']",,,2,2
205,Pre-Flop,1,-2236,2236,FOLD,0,"['6h', '5s']","['Ad', '7s']","['9s', '4d']",,,1,1
206,Pre-Flop,0,-2235,2235,RAISE,98,"['As', '4d']","['Ad', '5s']","['3s', '5h']",,,1,1
206,Pre-Flop,1,-2235,2235,FOLD,0,"['As', '4d']","['Ad', '5s']","['3s', '5h']",,,2,2
207,Pre-Flop,1,-2233,2233,FOLD,0,"['6h', '4h']","['3h', '3s']","['9h', '4s']",,,1,1
208,Pre-Flop,0,-2232,2232,RAISE,98,"['6h', '6s']","['4s', '3h']","['7s', 'Ah']",,,1,1
208,Pre-Flop,1,-2232,2232,FOLD,0,"['6h', '6s']","['4s', '3h']","['7s', 'Ah']",,,2,2
209,Pre-Flop,1,-2230,2230,FOLD,0,"['7s', '3d']","['2s', '4d']","['2d', '7d']",,,1,1
210,Pre-Flop,0,-2229,2229,RAISE,98,"['7d', '2d']","['2s', '5s']","['3h', '5h']",,,1,1
210,Pre-Flop,1,-2229,2229,FOLD,0,"['7d', '2d']","['2s', '5s']","['3h', '5h']",,,2,2
211,Pre-Flop,1,-2227,2227,FOLD,0,"['2d', '4d']","['5h', '7s']","['4s', '7h']",,,1,1
212,Pre-Flop,0,-2226,2226,RAISE,98,"['4h', '8d']","['2d', '3s']","['9d', '7h']",,,1,1
212,Pre-Flop,1,-2226,2226,FOLD,0,"['4h', '8d']","['2d', '3s']","['9d', '7h']",,,2,2
213,Pre-Flop,1,-2224,2224,FOLD,0,"['6s', '9d']","['8d', '5d']","['2h', '4d']",,,1,1
214,Pre-Flop,0,-2223,2223,RAISE,98,"['3h', '8d']","['6h', '3s']","['Ad', '6d']",,,1,1
214,Pre-Flop,1,-2223,2223,FOLD,0,"['3h', '8d']","['6h', '3s']","['Ad', '6d']",,,2,2
215,Pre-Flop,1,-2221,2221,FOLD,0,"['2d', '3s']","['2h', '4h']","['Ah', '7h']",,,1,1
216,Pre-Flop,0,-2220,2220,RAISE,98,"['8s', '2d']","['6h', '8d']","['7d', '5d']",,,1,1
216,Pre-Flop,1,-2220,2220,FOLD,0,"['8s', '2d']","['6h', '8d']","['7d', '5d']",,,2,2
217,Pre-Flop,1,-2218,2218,FOLD,0,"['7s', '6s']","['3d', '5s']","['5d', '3s']",,,1,1
218,Pre-Flop,0,-2217,2217,RAISE,98,"['3h', 'Ad']","['7h', '4d']","['4s', '7s']",,,1,1
218,Pre-Flop,1,-2217,2217,FOLD,0,"['3h', 'Ad']","['7h', '4d']","['4s', '7s']",,,2,2
219,Pre-Flop,1,-2215,2215,FOLD,0,"['2h', '7h']","['8d', '6h']","['5d', '6s']",,,1,1
220,Pre-Flop,0,-2214,2214,RAISE,98,"['8s', '3d']","['8h', '4h']","['9s', '4d']",,,1,1
220,Pre-Flop,1,-2214,2214,FOLD,0,"['8s', '3d']","['8h', '4h']","['9s', '4d']",,,2,2
221,Pre-Flop,1,-2212,2212,FOLD,0,"['5d', '7h']","['8d', '4d']","['6s', 'Ad']",,,1,1
222,Pre-Flop,0,-2211,2211,RAISE,98,"['7s', '2s']","['8h', '7h']","['8s', '4d']",,,1,1
222,Pre-Flop,1,-2211,2211,FOLD,0,"['7s', '2s']","['8h', '7h']","['8s', '4d']",,,2,2
223,Pre-Flop,1,-2209,2209,FOLD,0,"['4h', '6h']","['6s', '2s']","['9s', '8h']",,,1,1
224,Pre-Flop,0,-2208,2208,RAISE,98,"['6s', 'Ad']","['8s', '3d']","['3h', '9h']",,,1,1
224,Pre-Flop,1,-2208,2208,FOLD,0,"['6s', 'Ad']","['8s', '3d']","['3h', '9h']",,,2,2
225,Pre-Flop,1,-2206,2206,FOLD,0,"['3h', 'Ah']","['7h', '6d']","['2d', '6s']",,,1,1
226,Pre-Flop,0,-2205,2205,RAISE,98,"['8h', 'As']","['2d', '6s']","['3d', '5d']",,,1,1
226,Pre-Flop,1,-2205,2205,FOLD,0,"['8h', 'As']","['2d', '6s']","['3d', '5d']",,,2,2
227,Pre-Flop,1,-2203,2203,FOLD,0,"['4d', '2d']","['Ad', '8d']","['4h', '5d']",,,1,1
228,Pre-Flop,0,-2202,2202,RAISE,98,"['5s', '3s']","['9d', '9h']","['8s', '8h']",,,1,1
228,Pre-Flop,1,-2202,2202,FOLD,0,"['5s', '3s']","['9d', '9h']","['8s', '8h']",,,2,2
229,Pre-Flop,1,-2200,2200,FOLD,0,"['8h', '5d']","['4s', 'Ah']","['3s', '6s']",,,1,1
230,Pre-Flop,0,-2199,2199,RAISE,98,"['Ah', '7d']","['3h', '9s']","['2d', 'As']",,,1,1
230,Pre-Flop,1,-2199,2199,FOLD,0,"['Ah', '7d']","['3h', '9s']","['2d', 'As']",,,2,2
231,Pre-Flop,1,-2197,2197,FOLD,0,"['3d', '5d']","['5s', '3h']","['4h', '8h']",,,1,1
232,Pre-Flop,0,-2196,2196,RAISE,98,"['6h', '3d']","['As', '7s']","['7h', '5h']",,,1,1
232,Pre-Flop,1,-2196,2196,FOLD,0,"['6h', '3d']","['As', '7s']","['7h', '5h']",,,2,2
233,Pre-Flop,1,-2194,2194,FOLD,0,"['9d', '5h']","['2s', '3d']","['6d', '2d']",,,1,1
234,Pre-Flop,0,-2193,2193,RAISE,98,"['9h', '7d']","['4s', '9d']","['7h', '6h']",,,1,1
234,Pre-Flop,1,-2193,2193,FOLD,0,"['9h', '7d']","['4s', '9d']","['7h', '6h']",,,2,2
235,Pre-Flop,1,-2191,2191,FOLD,0,"['5s', 'As']","['2d', '4s']","['9d', '3h']",,,1,1
236,Pre-Flop,0,-2190,2190,RAISE,98,"['8h', '8s']","['9d', '4s']","['7d', '5h']",,,1,1
236,Pre-Flop,1,-2190,2190,FOLD,0,"['8h', '8s']","['9d', '4s']","['7d', '5h']",,,2,2
237,Pre-Flop,1,-2188,2188,FOLD,0,"['8h', '3s']","['6s', '7s']","['As', '6d']",,,1,1
238,Pre-Flop,0,-2187,2187,RAISE,98,"['7h', '7d']","['6d', '9d']","['4d', 'Ah']",,,1,1
238,Pre-Flop,1,-2187,2187,FOLD,0,"['7h', '7d']","['6d', '9d']","['4d', 'Ah']",,,2,2
239,Pre-Flop,1,-2185,2185,FOLD,0,"['7d', '6h']","['4h', '2s']","['Ah', '5d']",,,1,1
240,Pre-Flop,0,-2184,2184,RAISE,98,"['2s', '8d']","['8s', '7d']","['4d', '5h']",,,1,1
240,Pre-Flop,1,-2184,2184,FOLD,0,"['2s', '8d']","['8s', '7d']","['4d', '5h']",,,2,2
241,Pre-Flop,1,-2182,2182,FOLD,0,"['As', '7s']","['6s', '9h']","['5d', '4d']",,,1,1
242,Pre-Flop,0,-2181,2181,RAISE,98,"['2s', '8s']","['Ah', '3s']","['2h', '5h']",,,1,1
242,Pre-Flop,1,-2181,2181,FOLD,0,"['2s', '8s']","['Ah', '3s']","['2h', '5h']",,,2,2
243,Pre-Flop,1,-2179,2179,FOLD,0,"['Ad', '3s']","['2d', '2s']","['3h', '6h']",,,1,1
244,Pre-Flop,0,-2178,2178,RAISE,98,"['6d', '3d']","['5h', '7s']","['2s', '7h']",,,1,1
244,Pre-Flop,1,-2178,2178,FOLD,0,"['6d', '3d']","['5h', '7s']","['2s', '7h']",,,2,2
245,Pre-Flop,1,-2176,2176,FOLD,0,"['As', '6s']","['6d', '5h']","['7d', '5s']",,,1,1
246,Pre-Flop,0,-2175,2175,RAISE,98,"['7h', '4h']","['As', '3h']","['Ad', '6h']",,,1,1
246,Pre-Flop,1,-2175,2175,FOLD,0,"['7h', '4h']","['As', '3h']","['Ad', '6h']",,,2,2
247,Pre-Flop,1,-2173,2173,FOLD,0,"['As', '7s']","['8h', '4s']","['6s', '7d']",,,1,1
248,Pre-Flop,0,-2172,2172,RAISE,98,"['5d', '9h']","['2s', '4h']","['2h', 'Ah']",,,1,1
248,Pre-Flop,1,-2172,2172,FOLD,0,"['5d', '9h']","['2s', '4h']","['2h', 'Ah']",,,2,2
249,Pre-Flop,1,-2170,2170,FOLD,0,"['3s', '6d']","['8h', '9s']","['3d', '8d']",,,1,1
250,Pre-Flop,0,-2169,2169,RAISE,98,"['7s', '2h']","['9h', '4s']","['9s', '9d']",,,1,1
250,Pre-Flop,1,-2169,2169,FOLD,0,"['7s', '2h']","['9h', '4s']","['9s', '9d']",,,2,2
251,Pre-Flop,1,-2167,2167,FOLD,0,"['As', '9s']","['2d', '4d']","['8s', '6d']",,,1,1
252,Pre-Flop,0,-2166,2166,RAISE,98,"['Ad', '5h']","['9h', '7s']","['5d', '4s']",,,1,1
252,Pre-Flop,1,-2166,2166,FOLD,0,"['Ad', '5h']","['9h', '7s']","['5d', '4s']",,,2,2
253,Pre-Flop,1,-2164,2164,FOLD,0,"['9s', '4d']","['9h', '5h']","['3d', '8h']",,,1,1
254,Pre-Flop,0,-2163,2163,RAISE,98,"['Ad', '6h']","['7d', '9h']","['7h', '4h']",,,1,1
254,Pre-Flop,1,-2163,2163,FOLD,0,"['Ad', '6h']","['7d', '9h']","['7h', '4h']",,,2,2
255,Pre-Flop,1,-2161,2161,FOLD,0,"['4h', '3s']","['2d', '3h']","['2h', '9d']",,,1,1
256,Pre-Flop,0,-2160,2160,RAISE,98,"['Ad', '4d']","['5d', '6s']","['7d', '7s']",,,1,1
256,Pre-Flop,1,-2160,2160,FOLD,0,"['Ad', '4d']","['5d', '6s']","['7d', '7s']",,,2,2
257,Pre-Flop,1,-2158,2158,FOLD,0,"['8h', '2s']","['6h', '9d']","['Ah', '3d']",,,1,1
258,Pre-Flop,0,-2157,2157,RAISE,98,"['3d', '8d']","['4d', '8s']","['8h', '5s']",,,1,1
258,Pre-Flop,1,-2157,2157,FOLD,0,"['3d', '8d']","['4d', '8s']","['8h', '5s']",,,2,2
259,Pre-Flop,1,-2155,2155,FOLD,0,"['7s', '8s']","['As', '2s']","['2h', '9h']",,,1,1
260,Pre-Flop,0,-2154,2154,RAISE,98,"['4h', '7s']","['5d', 'Ah']","['As', '8d']",,,1,1
260,Pre-Flop,1,-2154,2154,FOLD,0,"['4h', '7s']","['5d', 'Ah']","['As', '8d']",,,2,2
261,Pre-Flop,1,-2152,2152,FOLD,0,"['Ah', '8d']","['7h', '2d']","['5s', '5d']",,,1,1
262,Pre-Flop,0,-2151,2151,RAISE,98,"['2h', '3d']","['3s', '9h']","['8d', '4d']",,,1,1
262,Pre-Flop,1,-2151,2151,FOLD,0,"['2h', '3d']","['3s', '9h']","['8d', '4d']",,,2,2
263,Pre-Flop,1,-2149,2149,FOLD,0,"['6h', '2h']","['8d', '5s']","['8h', '3s']",,,1,1
264,Pre-Flop,0,-2148,2148,RAISE,98,"['5h', '6d']","['7h', '3d']","['3s', '4d']",,,1,1
264,Pre-Flop,1,-2148,2148,FOLD,0,"['5h', '6d']","['7h', '3d']","['3s', '4d']",,,2,2
265,Pre-Flop,1,-2146,2146,FOLD,0,"['3d', '8d']","['9h', '7h']","['Ad', '7d']",,,1,1
266,Pre-Flop,0,-2145,2145,RAISE,98,"['7s', '3d']","['4h', '9d']","['7h', '4d']",,,1,1
266,Pre-Flop,1,-2145,2145,FOLD,0,"['7s', '3d']","['4h', '9d']","['7h', '4d']",,,2,2
267,Pre-Flop,1,-2143,2143,FOLD,0,"['As', '9d']","['5h', '7h']","['5d', '3h']",,,1,1
268,Pre-Flop,0,-2142,2142,RAISE,98,"['5h', '2d']","['8d', 'Ad']","['7d', '5s']",,,1,1
268,Pre-Flop,1,-2142,2142,FOLD,0,"['5h', '2d']","['8d', 'Ad']","['7d', '5s']",,,2,2
269,Pre-Flop,1,-2140,2140,FOLD,0,"['8d', '9s']","['5s', '6h']","['8s', '9d']",,,1,1
270,Pre-Flop,0,-2139,2139,RAISE,98,"['7d', 'Ah']","['4d', '9h']","['3h', 'As']",,,1,1
270,Pre-Flop,1,-2139,2139,FOLD,0,"['7d', 'Ah']","['4d', '9h']","['3h', 'As']",,,2,2
271,Pre-Flop,1,-2137,2137,FOLD,0,"['Ad', '4d']","['9d', '2h']","['2s', '4h']",,,1,1
272,Pre-Flop,0,-2136,2136,RAISE,98,"['Ad', '5d']","['3h', '9h']","['As', '9s']",,,1,1
272,Pre-Flop,1,-2136,2136,FOLD,0,"['Ad', '5d']","['3h', '9h']","['As', '9s']",,,2,2
273,Pre-Flop,1,-2134,2134,FOLD,0,"['5d', '5h']","['8d', 'Ad']","['3h', '2s']",,,1,1
274,Pre-Flop,0,-2133,2133,RAISE,98,"['As', '8h']","['3d', '3s']","['Ah', '2h']",,,1,1
274,Pre-Flop,1,-2133,2133,FOLD,0,"['As', '8h']","['3d', '3s']","['Ah', '2h']",,,2,2
275,Pre-Flop,1,-2131,2131,FOLD,0,"['3s', '6d']","['9d', '4d']","['3d', '4h']",,,1,1
276,Pre-Flop,0,-2130,2130,RAISE,98,"['3d', '9h']","['As', 'Ah']","['7d', '5d']",,,1,1
276,Pre-Flop,1,-2130,2130,FOLD,0,"['3d', '9h']","['As', 'Ah']","['7d', '5d']",,,2,2
277,Pre-Flop,1,-2128,2128,FOLD,0,"['9h', '5s']","['9s', '7d']","['3h', '6d']",,,1,1
278,Pre-Flop,0,-2127,2127,RAISE,98,"['Ad', '8d']","['3h', '6d']","['8s', '4s']",,,1,1
278,Pre-Flop,1,-2127,2127,FOLD,0,"['Ad', '8d']","['3h', '6d']","['8s', '4s']",,,2,2
279,Pre-Flop,1,-2125,2125,FOLD,0,"['7s', '5h']","['3d', '4s']","['3h', '7d']",,,1,1
280,Pre-Flop,0,-2124,2124,RAISE,98,"['6h', '4d']","['2h', '2d']","['5s', '9s']",,,1,1
280,Pre-Flop,1,-2124,2124,FOLD,0,"['6h', '4d']","['2h', '2d']","['5s', '9s']",,,2,2
281,Pre-Flop,1,-2122,2122,FOLD,0,"['9s', '9h']","['6h', '6d']","['9d', 'Ah']",,,1,1
282,Pre-Flop,0,-2121,2121,RAISE,98,"['2h', '7h']","['Ad', '5s']","['4h', '2d']",,,1,1
282,Pre-Flop,1,-2121,2121,FOLD,0,"['2h', '7h']","['Ad', '5s']","['4h', '2d']",,,2,2
283,Pre-Flop,1,-2119,2119,FOLD,0,"['7s', '4d']","['Ad', 'As']","['7d', '3s']",,,1,1
284,Pre-Flop,0,-2118,2118,RAISE,98,"['3h', '4h']","['7s', '6h']","['8h', '6d']",,,1,1
284,Pre-Flop,1,-2118,2118,FOLD,0,"['3h', '4h']","['7s', '6h']","['8h', '6d']",,,2,2
285,Pre-Flop,1,-2116,2116,FOLD,0,"['2d', '7s']","['3s', '8h']","['2h', 'Ah']",,,1,1
286,Pre-Flop,0,-2115,2115,RAISE,98,"['2h', '9s']","['6h', '5s']","['As', '7d']",,,1,1
286,Pre-Flop,1,-2115,2115,FOLD,0,"['2h', '9s']","['6h', '5s']","['As', '7d']",,,2,2
287,Pre-Flop,1,-2113,2113,FOLD,0,"['Ad', '3d']","['5h', '7s']","['2s', '7d']",,,1,1
288,Pre-Flop,0,-2112,2112,RAISE,98,"['3h', '8h']","['6h', '5d']","['Ad', '2s']",,,1,1
288,Pre-Flop,1,-2112,2112,FOLD,0,"['3h', '8h']","['6h', '5d']","['Ad', '2s']",,,2,2
289,Pre-Flop,1,-2110,2110,FOLD,0,"['4d', '4s']","['7s', '9s']","['7h', '5s']",,,1,1
290,Pre-Flop,0,-2109,2109,RAISE,98,"['7s', '7d']","['8s', '6h']","['6s', 'Ad']",,,1,1
290,Pre-Flop,1,-2109,2109,FOLD,0,"['7s', '7d']","['8s', '6h']","['6s', 'Ad']",,,2,2
291,Pre-Flop,1,-2107,2107,FOLD,0,"['Ad', '5s']","['8s', '3h']","['2s', '5d']",,,1,1
